Transaction Hash,Status,Method,Blockno,DateTime (UTC),From,From_Nametag,To,To_Nametag,Amount,Value (USD),Txn Fee
"0xdc114078a68a1d7acd7e14d20ac5d3d696d5e089fbb08bd00e1ceb63195d6443","Success","Approve","21943227","2025-02-28 07:03:35","0x9774d1f82975a76b4cf3ad684ea8eea99ce706b9","","0x00dd194d836fbab260cf36928e90be5c69ba4757","","0 ETH","$0.00","0.00017925"
"0x8488bd06c799f7c0401ca7a175237d3bff609dd09bd5191c6f618009fefb8bda","Success","Add Sequencer L2Batch From Blobs Delay Proof","21943227","2025-02-28 07:03:35","0xc1b634853cb333d3ad8663715b08f41a3aec47cc","Arbitrum: Batch Submitter","0x1c479675ad559dc151f6ec7ed3fbf8cee79582b6","Arbitrum: Sequencer Inbox","0 ETH","$0.00","0.00768969"
"0xf30d926b97a9abdc15aabd6f1aa99968cee843e764c68b46d5d4bcd2c77f40e6","Success","Transfer","21943227","2025-02-28 07:03:35","0xc7efb7f56870b10ee70cff89f39fe0573a6326cc","","0x79c3a0c3a9d542fe294ee2b62b4ddc8978bab265","","49.999730404 ETH","$105,831.40","0.00026959"
"0xfe45309c28d91662a8ccdd178b3c4a43dd07b939d421d5cadf41224a5350b6c7","Success","Transfer","21943227","2025-02-28 07:03:35","0x805f7e5efe96d59e6d305c56f32b0bf4ee9f2921","","0x352c3367f2992428b50de14b7825e4d35af02b08","","0.006144237 ETH","$13.01","0.00026959"
"0x243f48d591c1faf409d4821227ec8aba65a301a25e580a8761a1bc3c45681880","Error in Main Txn : execution reverted","Uniswap V3Swap To","21943227","2025-02-28 07:03:35","0xb1b2d032aa2f52347fbcfd08e5c3cc55216e8404","","0x7d0ccaa3fac1e5a943c5168b6ced828691b46b36","OKX: Dex Router","0 ETH","$0.00","0.00041272"
"0x77b872b2f35d81a910c7d07696db18d468dc3ec2bb8dd236aeb5620855cbf9ca","Error in Main Txn : execution reverted","Uniswap V3Swap To","21943227","2025-02-28 07:03:35","0xb1b2d032aa2f52347fbcfd08e5c3cc55216e8404","","0x7d0ccaa3fac1e5a943c5168b6ced828691b46b36","OKX: Dex Router","0 ETH","$0.00","0.00041273"
"0x496db66512e247075a7ed08bd9d0e625fba8d5a02e31945d91b44bdd405a40b4","Success","Transfer","21943227","2025-02-28 07:03:35","0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5","beaverbuild","0x45a4a57b578ddfa639666748d496a0928b36c167","","0.000143902 ETH","$0.30","0.00005981"
"0xa26298fa874db5ea15f7cbd34e7e0de3ba1e7eedbb38830bd9883c4bb93390a9","Success","Transfer","21943227","2025-02-28 07:03:35","0xf214798a8af12ad98e173171ee2d8d7ea11ce75c","Upbit Dep: 0xF214798A8aF12Ad98e173171ee2D8d7ea11CE75C","0xf32c888688f88c90c309acb1a0c2089b2fcfaca5","","83.626230404 ETH","$177,006.57","0.00026959"
"0xdffc8d95323a330a951504def7b6b9ace91a799a3dbd3f5dce2f3f64fef7b6ed","Success","Transfer","21943227","2025-02-28 07:03:35","0x8fef490d614fce8b93bd6f28835dd35a8b3229a9","Upbit Dep: 0x8FEf490D614fCe8B93Bd6F28835dD35a8B3229a9","0x28739ec37fb7cc33f1384c07ae261d8d33d4019e","","257.328163404 ETH","$544,670.91","0.00026959"
"0x32def5e7e5035f2f900786f16baa58506a970866b356734175fbc1164466885a","Success","Transfer","21943227","2025-02-28 07:03:35","0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5","beaverbuild","0x64b4deaf76e541d9e84ecdfda96eb7fa545f3a9d","","0.000143902 ETH","$0.30","0.00005981"
"0x40eca8e7c427095a9c85ed27ddca56b4a5fa16bcffb2dee12b4cbdecb4d956c3","Success","Transfer","21943227","2025-02-28 07:03:35","0xdf750ebeef4d1ca8127d0c8d605fad9e7f2fe123","","0x1d853dee881afc72bf7345642cf853e54751a0f0","","0.058430404 ETH","$123.68","0.00026959"
"0x88a023c6523ab470f5cdf61b2edfeb1d35529f9fd81c918d5c2e87e8ddb31783","Success","Transfer","21943227","2025-02-28 07:03:35","0x60a88b2247b5d630c382a0330fa1cb16e4d3c29f","","0xa2452147635f297ca4cf80de4277c31d7ee2c903","","1.519730404 ETH","$3,216.72","0.00026959"
"0x87c85c142e06f10bc1f525be9d0a68754a26297f092e38a19f2fc71c8277cc1b","Success","Proxied Swap","21943227","2025-02-28 07:03:35","0x5aacf0959d53df164ba4ea6df598a4fb4ad5bcbf","","0xe66b31678d6c16e9ebf358268a790b763c133750","0x: Coinbase Wallet Proxy","0 ETH","$0.00","0.00135539"
"0x5580826ef39d2719b701289516ccb09de3f813f71891b2ea46501cb70a3ba1f8","Success","Execute F Fs Yo","21943227","2025-02-28 07:03:35","0x85518e32441d017bcc60ec3fde770fd01cc9f7d0","","0x5050e08626c499411b5d0e0b5af0e83d3fd82edf","MEV Bot: 0x50...EDF","0 ETH","$0.00","0.00034733"
"0x1068ca94f8c735d2b62e332fb406a33c30016ed9fd9b755a353ff130b6544720","Success","Execute F Fs Yo","21943227","2025-02-28 07:03:35","0x50063e22f36688a9d9c89fb052c40fb9b9f0a63e","","0x5050e08626c499411b5d0e0b5af0e83d3fd82edf","MEV Bot: 0x50...EDF","0 ETH","$0.00","0.00061481"
"0x92c048e2ed9359909b039d12197cd3e6b88bf568a757ed09c1f004a5c45df2df","Success","0x30a28ffc","21943227","2025-02-28 07:03:35","0x82fab289311422664a26864322bf88eabf5b4131","","0x51c72848c68a965f66fa7a88855f9f7784502a7f","","0 ETH","$0.00","0.00056615"
"0x55e2be11e14274d961c369506fb8e9c96909f1520bc55eae6bc20af86b811b0f","Success","Executef$eb0I","21943227","2025-02-28 07:03:35","0xbbde9f0c24b6f59d7e828bb4e129992be0cdc237","","0x68d3a973e7272eb388022a5c6518d9b2a2e66fbf","","0 ETH","$0.00","0.00054572"
"0x1af2d86479ea39054a3fafa1f7c5a04641891c19375c59b06ea9e8069fd3ca12","Success","0xbb2bc320","21943227","2025-02-28 07:03:35","0xe75ed6f453c602bd696ce27af11565edc9b46b0d","","0x00000000009e50a7ddb7a7b0e2ee6604fd120e49","MEV Bot: 0x000...e49","0 ETH","$0.00","0.00284349"
"0xdfead968dd3ac99434bc2297f7f990e69e45c1951726a9e7e09545f6da3cf443","Success","Prove Batches Shared Bridge","21943227","2025-02-28 07:03:35","0x54ab716d465be3d5eeca64e63ac0048d7a81659a","","0x5d8ba173dc6c3c90c8f7c04c9288bef5fdbad06e","","0 ETH","$0.00","0.00159394"
"0xf6ac03f396b679c2176ea07db4c186706df0c0b19996833fbf365bdd6b7f14db","Success","Swap","21943227","2025-02-28 07:03:35","0xf74aa43cfe30abde7bb86a4704b351fd422c985e","","0x881d40237659c251811cec9c364ef91dc08d300c","Metamask: Swap Router","0 ETH","$0.00","0.00083727"
"0x46a34d541fcebe5f4ba5a772d06800b5120f426f83e3842e9627df6b2a67f664","Success","Approve","21943227","2025-02-28 07:03:35","0xf74aa43cfe30abde7bb86a4704b351fd422c985e","","0xd34a01e55c52aed7d5cf77b5dc474d0fcb79ee81","","0 ETH","$0.00","0.00018174"
"0xb39c170e31a05778b9d904ebe14a9839fc061707eb50b2466456ffae49a5ef2c","Success","Bridge To V2","21943227","2025-02-28 07:03:35","0x6ec495ca5f801f30414991482b3a101c1a5681cd","","0xfc99f58a8974a4bc36e60e2d490bb8d72899ee9f","OKX: Web3 Proxy","0.001 ETH","$2.12","0.00064577"
"0x7a85a8e2db2aec28106848663b4b5ef4b3e0e3ec57b5a74cfa797e0b54ca4e91","Success","Transfer","21943227","2025-02-28 07:03:35","0x31c53a19c21897d9861b600cc72a451c40697d5a","","0x04b86d5a7fb58aaf0757377cd5b36f91c74acf8f","","3 ETH","$6,349.92","0.00040492"
"0x79d29753646359bdd22efbfd3edbe4d81b40bf51e2c4992b8b84ac745efa64af","Success","Claim","21943227","2025-02-28 07:03:35","0xa28062bd708ce49e9311d6293def7df63f2b0816","","0xfc99f58a8974a4bc36e60e2d490bb8d72899ee9f","OKX: Web3 Proxy","0 ETH","$0.00","0.00073236"
"0xf125ca3c3baba791f537a8eb99b7570cd4f7c5f2eff5299f409a5027f072ba41","Success","Propose Blocks V2","21943227","2025-02-28 07:03:35","0x000000633b68f5d8d3a86593ebb815b4663bcbe0","Taikobeat Proposer","0x68d30f47f19c07bccef4ac7fae2dc12fca3e0dc9","Taiko: LabProver","0 ETH","$0.00","0.00295025"
"0x2f88d150ad535cf6e858306ca3a7bba1441d7e2a63b0c5cd66de6102606d70ed","Success","Borrow ETH","21943227","2025-02-28 07:03:35","0xa8a29bc8816e19d2b41cdaae48bd602180b0ff3e","","0xd01607c3c5ecaba394d8be377a08590149325722","","0 ETH","$0.00","0.00124528"
"0xea32a46a2ce60beeafcb92394583d5ed622a097d56a30695d9049b8592a60e55","Success","Transfer","21943227","2025-02-28 07:03:35","0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5","beaverbuild","0x624484220bde50147d47e1e06bf7d4bf95617ec0","","0.000227815 ETH","$0.48","0.00005981"
"0x9f3e4d7669b8f5f00b5554d3a0d525aff6aada254f49c59e3ebac2f5de9dd538","Success","Transfer","21943227","2025-02-28 07:03:35","0x4ee56faa0b2b43b798a27410332890c6a3f420fa","Upbit Dep: 0x4Ee56fAA0b2b43b798A27410332890c6A3F420FA","0x2877c494b2d70cac85d2af8312741e9ef8c22d30","","62.837346574 ETH","$133,004.00","0.00026959"
"0x65d576699725df8c3dd7fc47982f03aa54a9b53e675c00df7bf4801104512732","Success","Transfer","21943227","2025-02-28 07:03:35","0x83a77fcb70a0e996cfe750bdf37c90582e78e2e3","","0xf0da784c830e169eee79c589c2b38f046c3257a7","","35.989730404 ETH","$76,177.28","0.00026959"
"0x59d2dda785f86e7b00e9a3ee5ebd55237932e7271350c88be716870dd098b33e","Success","Transfer","21943227","2025-02-28 07:03:35","0x02db108543929a11a369c51e5d0566d12c878c1c","","0x0d281ba2b73b33f22c5241478eae9d1008e66c3f","","9.998930404 ETH","$21,164.13","0.00026959"
"0x4dce0f441d6215de5b2d59129a70745da4b2f5985ef68401c0560ed3fb46d4ec","Success","Transfer","21943227","2025-02-28 07:03:35","0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5","beaverbuild","0x624484220bde50147d47e1e06bf7d4bf95617ec0","","0.000227815 ETH","$0.48","0.00005981"
"0x45ae70bb255976ecfbe9474494b07caf2e1339548bc9a26c25dafc2094cb3208","Success","Transfer","21943227","2025-02-28 07:03:35","0x18e81a7044dbcd815603093d4adb7bc69be3a2e0","","0x5f2d242b921dfa0cac87d36861bec319cd5ef93f","","54.722581484 ETH","$115,827.97","0.00026959"
"0x7706b19ed6418c5fdae16df670d38bced45e8e8ddd878f599a1416dc6efc496b","Success","Transfer","21943227","2025-02-28 07:03:35","0xf76c37fd728609aa4bc6333df312af768ed5297a","","0x32bf913a968c35db2eb095ee4cbc34ff06f95cde","","0.094404512 ETH","$199.82","0.00026959"
"0x081846900066b55142683a963f045c9fff7077fe9b5720925d6511eb4fba2f47","Success","Transfer","21943227","2025-02-28 07:03:35","0xe3f6451ecbeee05f5c57d365529e7ea0ab3d5b3a","Upbit Dep: 0xe3f6451ECBeee05f5c57d365529E7Ea0aB3D5B3A","0x37a88c00cb3fc93713d5c787cdb0c56d2bc2f750","","0.010230404 ETH","$21.65","0.00026959"
"0x6802258e78e36f323ae10ac2a0e96025a2bee5897ce58d2149131356e6a7fc03","Success","Transfer","21943227","2025-02-28 07:03:35","0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5","beaverbuild","0xe77d3966589b211f5ed59ccd02a2564c6d23f6ec","","0.000227815 ETH","$0.48","0.00005981"
"0xe1753c554aa061ab97cc674b2532cba533c811f3498f6f4ca0e293d0035beff3","Success","Transfer","21943227","2025-02-28 07:03:35","0x19af6446c53ca0b571157adaca6e0728fd140b14","","0x1b72cde198cec7005b68bcd181a547cbca8e67e5","","0.974970404 ETH","$2,063.66","0.00026959"
"0xfd5eb381e8da7a72116100b953fd5e0c2f21fac7ff3ff95b8e8896c4500b8c6b","Success","Transfer","21943227","2025-02-28 07:03:35","0x1f5b999856f40e2fb6b0b30d124839beba6a39dd","","0xd56ed8618fe9c52e1061225bd7cc2e90052a36f6","","3.999730404 ETH","$8,465.99","0.00026959"
"0x851ed5b29f52b3d8d100525c8a59eb831a55cb57b5eacc1833b0f671601df8e6","Success","Transfer","21943227","2025-02-28 07:03:35","0xab7cb69400f7b91399b253c82575649eb240bcf6","","0x432091cc22a03d65fc5b2206d3d359f9b4ebc884","","0.175490404 ETH","$371.45","0.00026959"
"0x6de24bd69a6eee6a9239a291683ad2d3b6c33ce76888d5afd69d794dd901674e","Success","Transfer","21943227","2025-02-28 07:03:35","0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5","beaverbuild","0xe77d3966589b211f5ed59ccd02a2564c6d23f6ec","","0.000227815 ETH","$0.48","0.00005981"
"0xf524fbc3f6da92872fa76f018f89b2dcd020bdefeae8a4d384c7672d73ffb60e","Success","Transfer","21943227","2025-02-28 07:03:35","0xd2c811d48b4cbccf8afe1428fbade11beffb269e","Upbit Dep: 0xd2C811d48B4cBCcF8AfE1428FBaDE11BefFB269E","0x17e37d40b5bb101a02d2c10128a5ea4c7094c7f0","","8.029972024 ETH","$16,996.55","0.00026959"
"0xe4f7b3fb6a53c2cbaeab5f6a7200a4d9d7e92cf3845c4def0ff611cf6b5ea844","Success","Transfer","21943227","2025-02-28 07:03:35","0xbc772a2f76d2f76c25ff6cb6be8276663fc1410c","Upbit Dep: 0xBC772A2F76D2F76c25FF6cb6bE8276663Fc1410C","0x4d10231f0294e271ac3b45f6f09fc0feb4de865e","","585.897070404 ETH","$1,240,132.78","0.00026959"
"0xd954a14fd349579d1963a3bda6db6e212b5ec09bbce901478c6f0e92b4c82a0e","Success","Transfer","21943227","2025-02-28 07:03:35","0xf19fbf654bd6d0bb80000333f407de19f9e28460","","0x20d25fbc8b924efbda90c665b3516407b6e1f2b3","","56.998230404 ETH","$120,644.70","0.00026959"
"0x133224629d607f9049eb4104b87a9f3c7929c569a611a8f9987c7631c32559c7","Success","Transfer","21943227","2025-02-28 07:03:35","0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5","beaverbuild","0x64b4deaf76e541d9e84ecdfda96eb7fa545f3a9d","","0.000227815 ETH","$0.48","0.00005981"
"0x8965f2d0ff0b608fd8ead2a6bf54fcc289bc5c6fd0eeaa506f840a6cef2b6a9c","Success","Transfer","21943227","2025-02-28 07:03:35","0xb47f5c34f51bd1bf954c953bdfc8af3a22ec1eb3","","0x1c7bb196d6f1131780d2257d9c299db586c4c77a","","0.012873504 ETH","$27.25","0.00026959"
"0x896cd0e50b785fa104c0b8e084ae5a0c0bc26416a569926d02f5adbb851b8b1b","Success","Transfer","21943227","2025-02-28 07:03:35","0x483fb50904dfa2edad1a1c53421f6ee530b77da1","","0x3b50a10fffbde8673f7a9c8e60805af0ffeaffd7","","0.137730404 ETH","$291.53","0.00026959"
"0x5011b99aa4803ed72c58731c33ffd1c8cd51f54d53fafa60d018ce8612d05542","Success","Transfer","21943227","2025-02-28 07:03:35","0xbfb8c1a268c6d85a9f99a27d8d05a3ea938d81b6","","0xd6015d3c7556ada83f729f12a992f916a5399389","","0.001730404 ETH","$3.66","0.00026959"
"0x3a3cbf57b9ca6bbf23ac31cef12c4b17c78d500a69bc3bd15650ff1e26b0ddf1","Success","Transfer","21943227","2025-02-28 07:03:35","0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5","beaverbuild","0x64b4deaf76e541d9e84ecdfda96eb7fa545f3a9d","","0.00022919 ETH","$0.49","0.00005981"
"0x50719a8a08b8a7fef0bbf654c88f593e2501221ec83489842a5295984dadcf96","Success","Transfer","21943227","2025-02-28 07:03:35","0xfbfe969a077e89d101b65c77e361284edbe8d1ee","","0xd745c422ec772dcefdbbfc8546d11951f8dbc7fa","","1.047730404 ETH","$2,217.67","0.00026959"
"0x5c7f2021dc96671fad15b97a9bed3578a6ec257d03c66daf93cd9c32b78ba3c8","Success","Transfer","21943227","2025-02-28 07:03:35","0xdc21919b63503ff20190320e67498d26e527631c","","0x50fb90d432aae05865105eba2d527052acc0bb13","","0.069630404 ETH","$147.38","0.00026959"
"0xaf4ace0896094163053a5b0548b3099a1c83ea3a374a3a31ee4b6c684833f5ce","Success","Transfer","21943227","2025-02-28 07:03:35","0x548f27e2c1eb0c90c9c0ef3a4a61a6ae60038f02","Upbit Dep: 0x548f27e2c1eb0c90C9C0EF3a4A61a6aE60038f02","0xb565f8e8e93cb94cea0df0831cb94bc2286574a8","","31.998086968 ETH","$67,728.41","0.00027303"
"0xa0d046e0e8ff3f322e8105bdc87a252a8b3f62c39e772b8736854a54175b5358","Success","Transfer","21943227","2025-02-28 07:03:35","0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5","beaverbuild","0xe77d3966589b211f5ed59ccd02a2564c6d23f6ec","","0.000231939 ETH","$0.49","0.00005981"
"0xd134e4a9022c04b8c7b0608343ae7e3cd5993398f6f92492f194a1f9fbf5f6b3","Success","Transfer","21943227","2025-02-28 07:03:35","0x5d6362eef49f616bddb2eebb4ca2257d90663714","","0xb5a87f707cf14bb849e59ecba7c423e85e7d1cac","","0.026169168 ETH","$55.39","0.00027303"
"0x1754dfa3b60e3702130756e34e5399f5564c04801ba8f30a3e9581fcf8feece2","Success","Transfer","21943227","2025-02-28 07:03:35","0x4685837048904d4e519ea0e64d60817b6443ac54","","0x012259c7510e65b3acad37cbb4fd67eaac24937c","","35.599726968 ETH","$75,351.78","0.00027303"
"0x789921af278ad53333aeb5ecce1d7b32dedef640d99e9461f37bdd31ab97f9b0","Success","Transfer","21943227","2025-02-28 07:03:35","0x965ba1a55c9c9a49b811ea71bdc403a1144c314a","","0xde3e7612c2ccdcc83936f86a7d0562eeed182ffc","","0.054726968 ETH","$115.84","0.00027303"
"0x65a84965f5f888b4629528ceb2e4a273dd05d91acd4415dc0e3f9b41eb60bda6","Success","Transfer","21943227","2025-02-28 07:03:35","0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5","beaverbuild","0x64b4deaf76e541d9e84ecdfda96eb7fa545f3a9d","","0.000231939 ETH","$0.49","0.00005981"
"0xb061f2e0c84bb2a63f4aabf226f45fee63ab3c60a170f9c1af0b9d385fd695ab","Success","Transfer","21943227","2025-02-28 07:03:35","0xebf565a03bcf25d788833205133138daf297aa7f","","0xea11aef2bf67bb694229cdb3e21149772f8a47d3","","0.189726968 ETH","$401.58","0.00027303"
